Duration,Protocol,Packets,Total Bytes,Labels
3.276694,1,7,551,1
8.857803,1,3,186,1
8.857712,1,3,186,1
3.286655,1,7,590,1
8.854385,1,3,186,1
8.854372,1,3,186,1
2032.155273,1,6,372,1
8.854321,1,3,186,1
8.854455,1,3,186,1
8.854420,1,3,186,1
8.854415,1,3,186,1
8.854461,1,3,186,1
8.854235,1,3,186,1
8.870416,1,3,186,1
8.870499,1,3,186,1
3491.215088,1,12,730,1
8.870387,1,3,186,1
8.870296,1,3,186,1
8.870400,1,3,186,1
8.870390,1,3,186,1
8.870460,1,3,186,1
8.870455,1,3,186,1
2027.190308,1,13,967,1
8.870452,1,3,186,1
8.870389,1,3,186,1
8.870388,1,3,186,1
8.870426,1,3,186,1
8.870426,1,3,186,1
8.870418,1,3,186,1
8.870460,1,3,186,1
8.754789,1,3,186,1
8.754789,1,3,186,1
8.754777,1,3,186,1
8.754749,1,3,186,1
8.754780,1,3,186,1
8.754741,1,3,186,1
8.754732,1,3,186,1
8.754870,1,3,186,1
8.754886,1,3,186,1
2038.401978,1,10,785,1
8.754788,1,3,186,1
8.754744,1,3,186,1
8.754811,1,3,186,1
8.781727,1,3,186,1
8.781672,1,3,186,1
8.781508,1,3,186,1
8.781602,1,3,186,1
8.781579,1,3,186,1
8.781640,1,3,186,1
2042.361450,1,11,807,1
8.781668,1,3,186,1
8.781666,1,3,186,1
8.781698,1,3,186,1
8.781699,1,3,186,1
8.781725,1,3,186,1
8.781699,1,3,186,1
8.781796,1,3,186,1
8.781715,1,3,186,1
8.781636,1,3,186,1
8.781602,1,3,186,1
8.781609,1,3,186,1
2047.244873,1,13,958,1
2047.393799,1,13,1173,1
8.781608,1,3,186,1
8.781678,1,3,186,1
0.575173,1,10,1919,1
8.756891,1,3,186,1
0.429071,1,8,659,1
8.811952,1,3,186,1
8.808766,1,3,186,1
8.805549,1,3,186,1
8.802440,1,3,186,1
8.799319,1,3,186,1
8.796049,1,3,186,1
8.792842,1,3,186,1
8.789674,1,3,186,1
8.786569,1,3,186,1
8.783361,1,3,186,1
8.881355,1,3,186,1
8.878232,1,3,186,1
8.877710,1,3,186,1
8.877854,1,3,186,1
8.877850,1,3,186,1
8.877784,1,3,186,1
8.877807,1,3,186,1
8.877808,1,3,186,1
8.877789,1,3,186,1
8.877831,1,3,186,1
8.877890,1,3,186,1
8.877897,1,3,186,1
8.877835,1,3,186,1
8.877781,1,3,186,1
8.877795,1,3,186,1
135.649078,1,6,372,1
8.877856,1,3,186,1
9.123160,1,9,669,1
8.877754,1,3,186,1
8.877814,1,3,186,1
8.877814,1,3,186,1
8.877809,1,3,186,1
8.877824,1,3,186,1
8.877676,1,3,186,1
135.617508,1,6,372,1
8.877832,1,3,186,1
8.877954,1,3,186,1
8.877918,1,3,186,1
2.801460,1,2,124,1
3.111107,1,8,666,1
8.882211,1,3,186,1
8.879047,1,3,186,1
3.116644,1,8,679,1
8.872721,1,3,186,1
8.871418,1,3,186,1
8.871353,1,3,186,1
9.008356,1,3,186,1
9.008231,1,3,186,1
9.008292,1,3,186,1
9.008148,1,3,186,1
135.616577,1,6,372,1
9.008246,1,3,186,1
9.008325,1,3,186,1
9.008322,1,3,186,1
9.008225,1,3,186,1
9.008271,1,3,186,1
9.008214,1,3,186,1
9.008171,1,3,186,1
9.008265,1,3,186,1
9.008205,1,3,186,1
9.008301,1,3,186,1
9.008303,1,3,186,1
9.008275,1,3,186,1
9.008224,1,3,186,1
9.008122,1,3,186,1
9.008203,1,3,186,1
135.666046,1,6,372,1
9.008282,1,3,186,1
0.424957,1,7,634,1
9.005119,1,3,186,1
9.005029,1,3,186,1
9.005131,1,3,186,1
9.005103,1,3,186,1
9.005037,1,3,186,1
8.986559,1,3,186,1
8.983447,1,3,186,1
8.983533,1,3,186,1
135.803192,1,6,372,1
8.983427,1,3,186,1
135.796783,1,6,372,1
3511.554199,1,6,372,1
8.983438,1,3,186,1
8.983441,1,3,186,1
8.983455,1,3,186,1
8.983454,1,3,186,1
8.983458,1,3,186,1
8.928985,1,3,186,1
8.928983,1,3,186,1
8.929024,1,3,186,1
8.929127,1,3,186,1
8.929108,1,3,186,1
8.929104,1,3,186,1
8.929021,1,3,186,1
135.697891,1,6,372,1
8.929112,1,3,186,1
0.483188,1,10,1514,1
135.672333,1,6,372,1
8.976237,1,3,186,1
8.976213,1,3,186,1
135.662811,1,6,372,1
8.976212,1,3,186,1
8.976216,1,3,186,1
8.976139,1,3,186,1
9.289922,1,10,763,1
8.976273,1,3,186,1
8.976234,1,3,186,1
135.740067,1,6,372,1
8.976164,1,3,186,1
8.976183,1,3,186,1
8.976228,1,3,186,1
8.976309,1,3,186,1
8.976191,1,3,186,1
8.956164,1,3,186,1
8.985163,1,3,186,1
8.985052,1,3,186,1
135.688309,1,6,372,1
8.985034,1,3,186,1
8.985010,1,3,186,1
135.779648,1,6,372,1
135.776367,1,6,372,1
8.985116,1,3,186,1
8.985075,1,3,186,1
8.985045,1,3,186,1
2110.389648,1,13,916,1
135.760590,1,6,372,1
8.985070,1,3,186,1
8.985107,1,3,186,1
8.984976,1,3,186,1
8.985148,1,3,186,1
8.985131,1,3,186,1
135.840912,1,6,372,1
135.837738,1,6,372,1
8.985056,1,3,186,1
8.985082,1,3,186,1
8.985113,1,3,186,1
8.969472,1,3,186,1
2120.028320,1,6,372,1
8.955788,1,3,186,1
135.762955,1,6,372,1
8.955946,1,3,186,1
8.956028,1,3,186,1
135.753448,1,6,372,1
135.750275,1,6,372,1
8.955824,1,3,186,1
8.955833,1,3,186,1
135.741013,1,6,372,1
135.737823,1,6,372,1
8.955784,1,3,186,1
8.955894,1,3,186,1
8.955910,1,3,186,1
135.824265,1,6,372,1
135.821045,1,6,372,1
8.955833,1,3,186,1
8.955943,1,3,186,1
8.955855,1,3,186,1
135.908646,1,6,372,1
8.955927,1,3,186,1
8.982625,1,3,186,1
8.979536,1,3,186,1
3.269574,1,9,698,1
8.973187,1,3,186,1
8.969970,1,3,186,1
8.967780,1,3,186,1
8.967858,1,3,186,1
8.967859,1,3,186,1
8.967851,1,3,186,1
8.967837,1,3,186,1
8.968068,1,3,186,1
8.967829,1,3,186,1
8.967909,1,3,186,1
8.967901,1,3,186,1
136.757187,1,6,372,1
136.753998,1,6,372,1
8.967756,1,3,186,1
8.967772,1,3,186,1
8.967835,1,3,186,1
8.967875,1,3,186,1
8.967924,1,3,186,1
8.967831,1,3,186,1
0.231635,1,14,6135,1
136.803406,1,6,372,1
8.981125,1,3,186,1
136.796997,1,6,372,1
136.793793,1,6,372,1
136.790710,1,6,372,1
8.968507,1,3,186,1
8.965356,1,3,186,1
136.881180,1,6,372,1
8.958875,1,3,186,1
8.955700,1,3,186,1
8.951981,1,3,186,1
8.949444,1,3,186,1
8.946295,1,3,186,1
8.945412,1,3,186,1
8.945450,1,3,186,1
8.945492,1,3,186,1
137.152786,1,6,372,1
137.149582,1,6,372,1
3533.344238,1,6,372,1
8.994214,1,3,186,1
137.211975,1,6,372,1
8.987804,1,3,186,1
8.984638,1,3,186,1
8.981464,1,3,186,1
137.199371,1,6,372,1
8.975242,1,3,186,1
8.972104,1,3,186,1
8.968832,1,3,186,1
8.965605,1,3,186,1
137.180313,1,6,372,1
8.956119,1,3,186,1
9.031744,1,3,186,1
9.031055,1,3,186,1
9.030502,1,3,186,1
137.553238,1,7,432,1
0.242093,1,7,599,1
137.552933,1,6,372,1
0.142181,1,10,1447,1
2172.105957,1,11,1056,1
137.551468,1,6,372,1
9.028251,1,3,186,1
9.028147,1,3,186,1
9.028087,1,3,186,1
9.028039,1,3,186,1
9.027832,1,3,186,1
9.027973,1,3,186,1
9.027853,1,3,186,1
9.027759,1,3,186,1
9.027660,1,3,186,1
9.027618,1,3,186,1
9.027523,1,3,186,1
138.051239,1,6,372,1
9.027432,1,3,186,1
9.027363,1,3,186,1
9.025163,1,3,186,1
9.025148,1,3,186,1
9.006286,1,3,186,1
8.980250,1,3,186,1
8.980291,1,3,186,1
0.299193,1,11,3577,1
138.304230,1,6,372,1
8.979979,1,3,186,1
8.982703,1,3,186,1
8.979565,1,3,186,1
8.976392,1,3,186,1
8.973201,1,3,186,1
2193.130859,1,13,966,1
0.425431,1,7,597,1
139.391815,1,6,372,1
8.960553,1,3,186,1
0.435495,1,7,600,1
8.954137,1,3,186,1
8.950915,1,3,186,1
8.947683,1,3,186,1
8.944569,1,3,186,1
8.941311,1,3,186,1
8.938176,1,3,186,1
8.935089,1,3,186,1
8.931892,1,3,186,1
8.925519,1,3,186,1
9.018095,1,3,186,1
9.015046,1,3,186,1
9.011916,1,3,186,1
9.008724,1,3,186,1
0.438046,1,7,597,1
9.002370,1,3,186,1
142.437286,1,6,372,1
142.434097,1,6,372,1
8.992900,1,3,186,1
8.989705,1,3,186,1
0.440252,1,7,552,1
8.983400,1,3,186,1
8.980140,1,3,186,1
8.977046,1,3,186,1
8.973897,1,3,186,1
8.970658,1,3,186,1
0.243163,1,10,2273,1
0.449750,1,8,484,1
9.028328,1,3,186,1
9.027340,1,3,186,1
9.027077,1,3,186,1
9.026484,1,3,186,1
9.026245,1,3,186,1
9.026034,1,3,186,1
9.025780,1,3,186,1
9.025547,1,3,186,1
145.173660,1,6,372,1
9.022492,1,3,186,1
145.669037,1,6,372,1
9.016231,1,3,186,1
9.013005,1,3,186,1
9.009829,1,3,186,1
9.006654,1,3,186,1
9.003497,1,3,186,1
146.753708,1,6,372,1
8.997149,1,3,186,1
8.993917,1,3,186,1
8.990797,1,3,186,1
8.987601,1,3,186,1
0.383143,1,7,606,1
8.889189,1,3,186,1
0.373853,1,6,488,1
0.410593,1,6,578,1
8.980317,1,3,186,1
8.977032,1,3,186,1
8.973941,1,3,186,1
8.970729,1,3,186,1
8.967562,1,3,186,1
0.354835,1,13,5347,1
2204.120605,1,11,847,1
8.917167,1,3,186,1
9.013536,1,3,186,1
9.010522,1,3,186,1
8.876947,1,3,186,1
151.429901,1,6,372,1
0.144884,1,9,2193,1
5.100498,1,10,1758,1
9.012781,1,3,186,1
0.892043,1,8,484,1
40.582466,1,14,2969,1
9.030573,1,3,186,1
9.030382,1,3,186,1
8.917007,1,3,186,1
9.232095,1,10,763,1
8.915053,1,3,186,1
151.683868,1,6,372,1
8.908704,1,3,186,1
3.200253,1,8,627,1
8.902298,1,3,186,1
8.925393,1,3,186,1
8.922157,1,3,186,1
8.919025,1,3,186,1
152.690842,1,6,372,1
152.670532,1,6,372,1
8.876276,1,3,186,1
8.855613,1,3,186,1
8.949391,1,3,186,1
8.946359,1,3,186,1
8.943041,1,3,186,1
8.939929,1,3,186,1
1.014370,1,8,484,1
152.504410,1,6,372,1
9.029078,1,3,186,1
9.029009,1,3,186,1
9.184247,1,4,246,1
9.021816,1,3,186,1
9.018503,1,3,186,1
9.015419,1,3,186,1
152.348953,1,6,372,1
8.971429,1,3,186,1
9.030484,1,3,186,1
9.028815,1,3,186,1
9.030294,1,3,186,1
9.030079,1,3,186,1
9.029987,1,3,186,1
9.029293,1,3,186,1
3.325087,1,8,632,1
9.356742,1,10,785,1
9.029844,1,3,186,1
0.000375,2,2,400,2
0.000330,2,2,400,2
0.017992,1,6,412,2
0.197851,1,8,484,1
9.029970,1,3,186,1
9.028480,1,3,186,1
9.027428,1,3,186,1
151.421021,1,6,372,1
9.021024,1,3,186,1
9.017935,1,3,186,1
4.101936,1,8,484,1
9.353611,1,9,728,1
9.027705,1,3,186,1
9.031018,1,3,186,1
9.030355,1,3,186,1
8.972879,1,3,186,1
9.030010,1,3,186,1
148.734756,1,6,372,1
8.967649,1,3,186,1
0.366804,1,10,1899,1
0.723479,1,32,20826,1
8.927922,1,3,186,1
0.426282,1,10,1476,1
3564.256836,1,9,550,1
8.911691,1,3,186,1
8.888149,1,3,186,1
0.257999,1,16,7417,1
0.443160,1,13,4597,1
8.956777,1,3,186,1
8.939333,1,3,186,1
1.879560,1,8,484,1
8.930481,1,3,186,1
8.943923,1,3,186,1
8.974502,1,3,186,1
9.010445,1,3,186,1
2.950674,1,2,124,1
145.523666,1,6,372,1
9.028693,1,3,186,1
8.968805,1,3,186,1
2.235638,1,8,484,1
0.000298,2,2,244,2
0.000333,2,2,280,2
0.221818,1,10,1219,2
8.873898,1,3,186,1
3.273775,1,8,610,1
8.929637,1,3,186,1
4.688539,1,8,484,1
8.866586,1,3,186,1
0.000339,2,2,400,2
0.000351,2,2,400,2
0.018037,1,6,412,2
2160.425049,1,8,488,1
0.304634,1,10,1919,1
0.303167,1,10,1514,1
0.187111,1,14,6141,1
0.139277,1,10,1451,1
0.269959,1,13,4971,1
138.286804,1,6,372,1
3.341773,1,8,662,1
0.325793,1,8,622,1
8.929610,1,3,186,1
8.929510,1,3,186,1
8.928910,1,3,186,1
8.928856,1,3,186,1
8.862694,1,3,186,1
273.856628,1,14,869,1
8.929276,1,3,186,1
8.929203,1,3,186,1
8.929430,1,3,186,1
8.929241,1,3,186,1
8.928940,1,3,186,1
9.029697,1,3,186,1
136.752640,1,6,372,1
9.029330,1,3,186,1
0.135363,2,2,329,1
9.029801,1,3,186,1
9.029650,1,3,186,1
16.110485,1,12,4202,1
136.552628,1,6,372,1
0.031994,2,2,475,1
19.323587,1,13,6718,1
0.164792,2,2,517,1
2.982250,1,2,124,1
19.116602,1,12,4581,1
9.028578,1,3,186,1
9.028652,1,3,186,1
0.377413,1,7,573,1
9.028381,1,3,186,1
9.028249,1,3,186,1
9.028154,1,3,186,1
135.648300,1,6,372,1
135.648102,1,6,372,1
135.647873,1,6,372,1
135.647720,1,6,372,1
9.028747,1,3,186,1
9.026464,1,3,186,1
9.026139,1,3,186,1
9.024818,1,3,186,1
9.024615,1,3,186,1
135.743286,1,6,372,1
9.024157,1,3,186,1
9.024033,1,3,186,1
9.023914,1,3,186,1
9.023791,1,3,186,1
9.023667,1,3,186,1
9.023496,1,3,186,1
9.023370,1,3,186,1
9.023242,1,3,186,1
3.468886,1,8,652,1
9.022776,1,3,186,1
0.378324,1,6,509,1
9.022431,1,3,186,1
9.022085,1,3,186,1
9.021865,1,3,186,1
9.021472,1,3,186,1
0.389782,1,6,488,1
3.388673,1,9,701,1
9.011847,1,3,186,1
9.010579,1,3,186,1
9.007391,1,3,186,1
9.007294,1,3,186,1
135.810669,1,6,372,1
9.007317,1,3,186,1
9.007410,1,3,186,1
9.007467,1,3,186,1
9.007414,1,3,186,1
9.007525,1,3,186,1
9.007402,1,3,186,1
9.007438,1,3,186,1
9.007430,1,3,186,1
2260.233643,1,11,805,1
9.007515,1,3,186,1
9.007519,1,3,186,1
9.007543,1,3,186,1
8.987141,1,3,186,1
9.017501,1,3,186,1
135.930542,1,6,372,1
9.008071,1,3,186,1
9.004837,1,3,186,1
8.998517,1,3,186,1
8.995326,1,3,186,1
135.908386,1,6,372,1
8.990075,1,3,186,1
8.990101,1,3,186,1
8.990142,1,3,186,1
8.990266,1,3,186,1
8.990211,1,3,186,1
8.990237,1,3,186,1
2284.016846,1,11,1050,1
8.990160,1,3,186,1
8.990243,1,3,186,1
8.990291,1,3,186,1
8.990311,1,3,186,1
8.990311,1,3,186,1
8.990300,1,3,186,1
8.990315,1,3,186,1
8.990346,1,3,186,1
136.051315,1,6,372,1
8.990180,1,3,186,1
8.990193,1,3,186,1
8.973555,1,3,186,1
8.958022,1,3,186,1
135.984756,1,6,372,1
8.954412,1,3,186,1
135.971939,1,6,372,1
8.948023,1,3,186,1
8.945769,1,3,186,1
8.945953,1,3,186,1
8.945815,1,3,186,1
2609.688232,1,21,2264,1
8.945891,1,3,186,1
8.945915,1,3,186,1
8.945749,1,3,186,1
136.038986,1,6,372,1
8.945735,1,3,186,1
8.945789,1,3,186,1
8.945759,1,3,186,1
8.945741,1,3,186,1
136.016953,1,6,372,1
8.945762,1,3,186,1
8.945855,1,3,186,1
8.984988,1,3,186,1
9.024509,1,3,186,1
9.023365,1,3,186,1
9.023019,1,3,186,1
9.022721,1,3,186,1
135.941986,1,6,372,1
9.022229,1,3,186,1
9.020186,1,3,186,1
9.000168,1,3,186,1
9.000061,1,3,186,1
9.000031,1,3,186,1
135.947357,1,6,372,1
9.026574,1,3,186,1
9.026401,1,3,186,1
9.026220,1,3,186,1
9.025951,1,3,186,1
135.945221,1,6,372,1
9.025305,1,3,186,1
9.025142,1,3,186,1
2332.027832,1,11,851,1
9.024728,1,3,186,1
9.024429,1,3,186,1
9.024224,1,3,186,1
9.023949,1,3,186,1
135.943420,1,6,372,1
135.943314,1,6,372,1
9.022976,1,3,186,1
136.041931,1,6,372,1
136.041748,1,6,372,1
9.022500,1,3,186,1
136.041351,1,6,372,1
9.021840,1,3,186,1
9.024114,1,3,186,1
136.049301,1,6,372,1
9.029181,1,3,186,1
136.148193,1,6,372,1
9.029808,1,3,186,1
136.046524,1,6,372,1
9.025929,1,3,186,1
136.044800,1,6,372,1
9.025340,1,3,186,1
9.025135,1,3,186,1
9.024955,1,3,186,1
9.024741,1,3,186,1
9.024558,1,3,186,1
9.024337,1,3,186,1
9.024130,1,3,186,1
2359.720459,1,9,550,1
9.023758,1,3,186,1
136.042679,1,6,372,1
136.042389,1,6,372,1
9.023028,1,3,186,1
9.022855,1,3,186,1
9.022604,1,3,186,1
9.022531,1,3,186,1
136.065445,1,6,372,1
9.021973,1,3,186,1
9.021763,1,3,186,1
9.023752,1,3,186,1
9.029903,1,3,186,1
9.029189,1,3,186,1
9.028738,1,3,186,1
9.028602,1,3,186,1
9.028499,1,3,186,1
9.028362,1,3,186,1
9.028114,1,3,186,1
9.027933,1,3,186,1
9.027840,1,3,186,1
9.027739,1,3,186,1
136.150497,1,6,372,1
9.027602,1,3,186,1
9.027525,1,3,186,1
9.027448,1,3,186,1
9.027363,1,3,186,1
9.029150,1,3,186,1
9.028295,1,3,186,1
9.027940,1,3,186,1
9.027817,1,3,186,1
9.027685,1,3,186,1
2387.013428,1,9,550,1
9.027473,1,3,186,1
9.027292,1,3,186,1
9.027109,1,3,186,1
9.026931,1,3,186,1
9.026748,1,3,186,1
9.026614,1,3,186,1
9.029394,1,3,186,1
0.330163,1,7,597,1
9.028621,1,3,186,1
9.027818,1,3,186,1
9.027365,1,3,186,1
135.948151,1,6,372,1
9.026695,1,3,186,1
9.026054,1,3,186,1
9.025865,1,3,186,1
9.025507,1,3,186,1
9.025356,1,3,186,1
9.025077,1,3,186,1
9.024854,1,3,186,1
9.024614,1,3,186,1
2412.943848,1,6,372,1
9.023877,1,3,186,1
9.023633,1,3,186,1
9.029003,1,3,186,1
9.028437,1,3,186,1
9.028012,1,3,186,1
0.326980,1,7,569,1
9.027740,1,3,186,1
9.027599,1,3,186,1
136.649780,1,6,372,1
0.332697,1,7,601,1
9.027225,1,3,186,1
9.027121,1,3,186,1
9.026931,1,3,186,1
3.326657,1,7,603,1
9.026549,1,3,186,1
9.026572,1,3,186,1
9.026447,1,3,186,1
136.950241,1,6,372,1
9.026275,1,3,186,1
9.026172,1,3,186,1
0.327560,1,6,578,1
136.986923,1,6,372,1
136.952942,1,6,372,1
136.951462,1,6,372,1
9.027005,1,3,186,1
2443.701904,1,14,858,1
136.949570,1,6,372,1
9.026269,1,3,186,1
9.025981,1,3,186,1
2429.723877,1,9,550,1
9.025455,1,3,186,1
9.025263,1,3,186,1
137.348999,1,6,372,1
9.024822,1,3,186,1
137.348557,1,6,372,1
9.024185,1,3,186,1
9.023779,1,3,186,1
9.023550,1,3,186,1
9.023322,1,3,186,1
137.389908,1,6,372,1
9.030560,1,3,186,1
9.030160,1,3,186,1
137.354736,1,6,372,1
9.029084,1,3,186,1
9.028768,1,3,186,1
137.654404,1,6,372,1
9.027967,1,3,186,1
9.027887,1,3,186,1
9.024886,1,3,186,1
9.021735,1,3,186,1
137.844940,1,6,372,1
137.841782,1,6,372,1
9.030077,1,3,186,1
9.029837,1,3,186,1
9.028729,1,3,186,1
9.028054,1,3,186,1
9.027876,1,3,186,1
137.854004,1,6,372,1
9.027471,1,3,186,1
9.027290,1,3,186,1
2442.666260,1,9,550,1
9.026886,1,3,186,1
138.153717,1,6,372,1
9.026557,1,3,186,1
2447.120605,1,10,610,1
138.155472,1,6,372,1
3.252193,1,8,662,1
9.028795,1,3,186,1
9.028788,1,3,186,1
9.029729,1,3,186,1
138.056076,1,6,372,1
9.028052,1,3,186,1
9.027899,1,3,186,1
138.556793,1,6,372,1
9.027806,1,3,186,1
9.027713,1,3,186,1
9.027610,1,3,186,1
9.027506,1,3,186,1
9.027393,1,3,186,1
9.027281,1,3,186,1
9.027099,1,3,186,1
9.026965,1,3,186,1
9.026935,1,3,186,1
140.061218,1,6,372,1
9.026682,1,3,186,1
9.026537,1,3,186,1
9.026431,1,3,186,1
9.026353,1,3,186,1
9.026193,1,3,186,1
142.669052,1,6,372,1
9.026051,1,3,186,1
9.029116,1,3,186,1
9.028533,1,3,186,1
9.028135,1,3,186,1
9.027999,1,3,186,1
9.027893,1,3,186,1
9.027839,1,3,186,1
9.027770,1,3,186,1
9.027673,1,3,186,1
143.602036,1,6,372,1
9.027404,1,3,186,1
9.027359,1,3,186,1
9.027300,1,3,186,1
9.027192,1,3,186,1
9.027065,1,3,186,1
9.027094,1,3,186,1
9.027002,1,3,186,1
9.029847,1,3,186,1
9.029673,1,3,186,1
9.029159,1,3,186,1
9.029043,1,3,186,1
144.275665,1,6,372,1
144.375977,1,6,372,1
9.028276,1,3,186,1
9.028046,1,3,186,1
9.022748,1,3,186,1
9.002454,1,3,186,1
8.982298,1,3,186,1
8.962045,1,3,186,1
145.313446,1,6,372,1
9.028292,1,3,186,1
9.027159,1,3,186,1
9.026664,1,3,186,1
9.026441,1,3,186,1
9.026276,1,3,186,1
9.025813,1,3,186,1
9.025598,1,3,186,1
9.025570,1,3,186,1
9.025356,1,3,186,1
9.025175,1,3,186,1
9.024944,1,3,186,1
9.024756,1,3,186,1
9.024532,1,3,186,1
9.024428,1,3,186,1
9.023973,1,3,186,1
150.792801,1,6,372,1
9.029737,1,3,186,1
9.029670,1,3,186,1
9.029512,1,3,186,1
0.316768,1,7,565,1
0.329227,1,6,560,1
9.029082,1,3,186,1
9.028966,1,3,186,1
9.029287,1,3,186,1
151.803635,1,6,372,1
8.969295,1,3,186,1
9.029909,1,3,186,1
9.029928,1,3,186,1
9.029764,1,3,186,1
8.928489,1,3,186,1
8.919333,1,3,186,1
8.916153,1,3,186,1
8.912933,1,3,186,1
151.684799,1,6,372,1
8.889395,1,3,186,1
8.828406,1,3,186,1
8.852240,1,3,186,1
143.016037,1,11,793,1
8.845754,1,3,186,1
152.520142,1,6,372,1
8.839451,1,3,186,1
8.836236,1,3,186,1
152.687943,1,6,372,1
8.906122,1,3,186,1
152.678314,1,6,372,1
0.000391,2,2,400,2
0.000277,2,2,400,2
0.018069,1,6,412,2
9.028722,1,3,186,1
9.028592,1,3,186,1
9.028543,1,3,186,1
152.396133,1,6,372,1
9.012745,1,3,186,1
9.009517,1,3,186,1
9.006433,1,3,186,1
8.966794,1,3,186,1
8.963598,1,3,186,1
9.027467,1,3,186,1
152.003143,1,6,372,1
9.027265,1,3,186,1
151.902802,1,6,372,1
8.967887,1,3,186,1
9.026852,1,3,186,1
0.307328,1,10,1919,1
8.967742,1,3,186,1
8.967358,1,3,186,1
8.966952,1,3,186,1
644.560242,1,34,2170,1
0.303388,1,10,1514,1
9.028474,1,3,186,1
9.026563,1,3,186,1
9.025695,1,3,186,1
151.408722,1,6,372,1
9.025165,1,3,186,1
9.022514,1,3,186,1
9.016307,1,3,186,1
8.994736,1,3,186,1
0.188102,1,14,6141,1
0.138816,1,10,1451,1
9.027766,1,3,186,1
0.274943,1,11,3631,1
0.139681,1,10,2277,1
0.151345,1,13,5434,1
0.328595,1,6,559,1
0.078296,1,9,2195,1
150.676376,1,6,372,1
9.029197,1,3,186,1
9.027664,1,3,186,1
9.028278,1,3,186,1
8.962692,1,3,186,1
9.027934,1,3,186,1
9.028591,1,3,186,1
8.969705,1,3,186,1
0.326683,1,7,556,1
9.152866,1,13,965,1
8.949950,1,3,186,1
8.943718,1,3,186,1
8.949426,1,3,186,1
2.912805,1,2,124,1
9.152821,1,10,1022,1
9.027297,1,3,186,1
0.237160,1,10,1174,1
9.015307,1,3,186,1
9.027274,1,3,186,1
9.028515,1,3,186,1
9.027461,1,3,186,1
9.027265,1,3,186,1
8.964266,1,3,186,1
9.161947,1,11,1056,1
145.432541,1,6,372,1
9.028010,1,3,186,1
144.033936,1,6,372,1
9.093555,1,3,186,1
0.322496,1,10,1919,1
143.542969,1,6,372,1
0.339846,1,10,1513,1
0.187591,1,13,6077,1
0.138740,1,10,1448,1
0.219571,1,11,3627,1
0.139738,1,10,2274,1
0.000357,2,2,400,2
0.000290,2,2,400,2
0.018309,1,7,478,2
0.151622,1,13,5440,1
0.066979,1,9,2194,1
9.029941,1,3,186,1
139.759476,1,6,372,1
1.028993,1,6,366,1
0.001806,2,2,614,1
0.106771,2,2,528,1
0.020533,2,2,378,1
8.967476,1,3,186,1
9.029642,1,3,186,1
138.196548,1,6,372,1
0.188978,1,10,742,1
9.030377,1,3,186,1
9.001457,1,3,186,1
8.967217,1,3,186,1
0.121466,1,8,829,1
137.558151,1,6,372,1
0.197757,1,10,784,1
8.967430,1,3,186,1
0.125174,1,9,899,1
137.558777,1,6,372,1
9.030467,1,3,186,1
137.527969,1,6,372,1
1.004813,1,6,366,1
9.029875,1,3,186,1
0.195797,1,11,822,1
0.130925,1,9,881,1
0.134071,1,8,807,1
2.965241,1,2,124,1
8.930557,1,3,186,1
136.655807,1,6,372,1
136.655701,1,6,372,1
9.029256,1,3,186,1
8.962725,1,3,186,1
9.029131,1,3,186,1
0.193179,1,10,751,1
8.963934,1,3,186,1
136.455811,1,6,372,1
0.340388,1,10,1919,1
0.139656,1,8,830,1
135.752335,1,6,372,1
9.029731,1,3,186,1
9.029474,1,3,186,1
9.029406,1,3,186,1
0.190736,1,10,777,1
9.029105,1,3,186,1
9.029036,1,3,186,1
0.410659,1,7,616,1
0.410213,1,10,1514,1
8.956836,1,3,186,1
9.029102,1,3,186,1
9.028920,1,3,186,1
9.027103,1,3,186,1
135.649887,1,6,372,1
9.025906,1,3,186,1
9.025808,1,3,186,1
9.025742,1,3,186,1
9.025474,1,3,186,1
9.025355,1,3,186,1
9.025270,1,3,186,1
9.025201,1,3,186,1
9.025211,1,3,186,1
9.025111,1,3,186,1
135.747375,1,6,372,1
9.025003,1,3,186,1
9.024924,1,3,186,1
9.024901,1,3,186,1
9.024794,1,3,186,1
9.024684,1,3,186,1
135.746964,1,6,372,1
9.024569,1,3,186,1
135.746796,1,6,372,1
9.026378,1,3,186,1
9.027819,1,3,186,1
135.741760,1,6,372,1
9.015517,1,3,186,1
9.017846,1,3,186,1
135.708878,1,6,372,1
9.007561,1,3,186,1
135.909378,1,6,372,1
9.013662,1,3,186,1
9.016862,1,3,186,1
135.907471,1,6,372,1
9.018273,1,3,186,1
9.018236,1,3,186,1
9.018309,1,3,186,1
135.693771,1,6,372,1
8.997055,1,3,186,1
8.997027,1,3,186,1
8.997046,1,3,186,1
0.000217,2,2,244,2
8.997145,1,3,186,1
0.000317,2,2,280,2
0.214250,1,10,1219,2
1.035305,1,6,366,1
135.854294,1,6,372,1
8.974244,1,3,186,1
8.979461,1,3,186,1
6.318058,1,9,684,1
8.973106,1,3,186,1
8.969940,1,3,186,1
135.885986,1,6,372,1
8.960441,1,3,186,1
8.958139,1,3,186,1
135.873474,1,6,372,1
8.958294,1,3,186,1
8.958287,1,3,186,1
135.960800,1,6,372,1
135.957611,1,6,372,1
8.958215,1,3,186,1
8.958228,1,3,186,1
8.958271,1,3,186,1
135.944946,1,6,372,1
8.958153,1,3,186,1
8.958218,1,3,186,1
8.958191,1,3,186,1
8.958142,1,3,186,1
